id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
782731890201620480,782731679790206976,2016-10-02 18:59:59 Central Daylight Time,2016-10-02,18:59:59,-0500,2896193483,lifeinthekeyofk,Benihanas 🉐✨,,@jadynenoelle breaks need to be a little longer 😂 they go by so damn fast 😩,en,['jadynenoelle'],[],[],0,0,0,[],[],https://twitter.com/lifeinthekeyofk/status/782731890201620480,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731886942642177,782731886942642177,2016-10-02 18:59:58 Central Daylight Time,2016-10-02,18:59:58,-0500,491144273,jamlostthegame,jamlosingthegame 🎣 🎰 @ Cryo Supremacy,,Personally one of my favorite parts about this new event: naming the tour #デレステ #starlightstage https://t.co/jKSPS52XTh,en,[],[],['https://pbs.twimg.com/media/CtzSfzOWIAEfULn.jpg'],0,0,0,"['デレステ', 'starlightstage']",[],https://twitter.com/jamlostthegame/status/782731886942642177,,,1,https://pbs.twimg.com/media/CtzSfzOWIAEfULn.jpg,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731886300913664,782731886300913664,2016-10-02 18:59:58 Central Daylight Time,2016-10-02,18:59:58,-0500,3253957052,tripping_crutch,André is 46 Motherflipping Years Old 🥰,,"""Actually it's Ooh whoop"" #LukeCage #SweetChristmas",en,[],[],[],0,0,1,"['lukecage', 'sweetchristmas']",[],https://twitter.com/Tripping_Crutch/status/782731886300913664,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731885051015169,782731694096941056,2016-10-02 18:59:58 Central Daylight Time,2016-10-02,18:59:58,-0500,10996862,katiestereo,Katie,,@RealMikeWilbon nice day Michael,en,['realmikewilbon'],[],[],0,0,0,[],[],https://twitter.com/katiestereo/status/782731885051015169,,,0,,NYC,,,,,,"{'user_id': '284089166', 'username': 'RealMikeWilbon'}",,,,
782731874862964736,782731874862964736,2016-10-02 18:59:56 Central Daylight Time,2016-10-02,18:59:56,-0500,727616961753055234,fitnessmpg,Coach Manny Candia,"{'type': 'Point', 'coordinates': [40.7935179, -73.93544568]}","Fit Camp Free Exercise 💪🌎
Jefferson Park Manhattan 👏
Ask How Is Time To You Changer Mindset and… https://t.co/moxXreBAgR",en,[],['https://www.instagram.com/p/BLFHG3BBY4L/'],[],0,0,1,[],[],https://twitter.com/fitnessmpg/status/782731874862964736,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731870224027648,782731870224027648,2016-10-02 18:59:54 Central Daylight Time,2016-10-02,18:59:54,-0500,207185098,thecapnmorgan_,El Capitàn,"{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","When you take Ls back to back. 😒

#lol #lmao #haha #funny comedy #jokes #dead #funnyvideos… https://t.co/vaK0xU3ImO",en,[],['https://www.instagram.com/p/BLFHGzRBabd/'],[],0,0,0,"['lol', 'lmao', 'haha', 'funny', 'jokes', 'dead', 'funnyvideos']",[],https://twitter.com/thecapnmorgan_/status/782731870224027648,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731862905085952,782731862905085952,2016-10-02 18:59:53 Central Daylight Time,2016-10-02,18:59:53,-0500,278095620,sleepybrowne,SLΣΣPΨ βRΩШΠΣ,,Listen to Pu$$y (feat. Trey Songz &amp; Wiz Khalifa) by Ty Dolla $ign on #AppleMusic. https://t.co/BDR8vM3XX5,en,[],['https://itun.es/us/6yAteb?i=1145939530'],[],0,0,0,['applemusic'],['ign'],https://twitter.com/Sleepybrowne/status/782731862905085952,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731861349064704,782731861349064704,2016-10-02 18:59:52 Central Daylight Time,2016-10-02,18:59:52,-0500,1967926027,danielm__15,Dan,,"if my ex ever tells they new boo to not worry about me lol , trust me, you might want to worry about me",en,[],[],[],0,1,1,[],[],https://twitter.com/danielm__15/status/782731861349064704,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731850452262914,782731850452262914,2016-10-02 18:59:50 Central Daylight Time,2016-10-02,18:59:50,-0500,115179324,nancydcara,Nancy Darlene,,Watching the #TriumphAwards!! So proud to be a member of @NationalAction!! Great job to @MSSharpton2u @TheRevAl and @tvonetv,en,"['nationalaction', 'mssharpton2u', 'thereval', 'tvonetv']",[],[],1,3,4,['triumphawards'],[],https://twitter.com/NancyDCara/status/782731850452262914,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
782731848094998528,782731848094998528,2016-10-02 18:59:49 Central Daylight Time,2016-10-02,18:59:49,-0500,436335438,amolina_24,papi rengoku,,I have such an old soul,en,[],[],[],0,0,0,[],[],https://twitter.com/amolina_24/status/782731848094998528,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
