id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
801938447640436737,801938447640436737,2016-11-24 17:59:59 Central Standard Time,2016-11-24,17:59:59,-0500,117578969,diduwidu,Diana,,My kind of girls 😍 https://t.co/F5cRCG3xVx,en,[],['https://twitter.com/gilmoregirls/status/801923388075692032'],[],0,0,0,[],[],https://twitter.com/diduwidu/status/801938447640436737,,https://twitter.com/gilmoregirls/status/801923388075692032,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938440526954496,801938440526954496,2016-11-24 17:59:58 Central Standard Time,2016-11-24,17:59:58,-0500,336890386,mikejchau,Mike Chau,"{'type': 'Point', 'coordinates': [40.7161, -73.8506]}","👶🏽🍗👶🏽🍗 #Thanksgiving #foodbabybx #foodbabynycostume #chaubabies @ Forest Hills, New York https://t.co/zlSq6bKeGX",en,[],['https://www.instagram.com/p/BNNlPjYDbD5/'],[],0,0,0,"['thanksgiving', 'foodbabybx', 'foodbabynycostume', 'chaubabies']",[],https://twitter.com/mikejchau/status/801938440526954496,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938431756603392,801938431756603392,2016-11-24 17:59:56 Central Standard Time,2016-11-24,17:59:56,-0500,149614681,ferbercovich,Fernando Bercovich,,"Acá, tratando se absorber la cultura culinaria local. #thanksgiving 🦃 https://t.co/K3fvio68pH",es,[],[],['https://pbs.twimg.com/media/CyEOvpZW8AAC479.jpg'],2,0,6,['thanksgiving'],[],https://twitter.com/ferbercovich/status/801938431756603392,,,1,https://pbs.twimg.com/media/CyEOvpZW8AAC479.jpg,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938424617926657,801938424617926657,2016-11-24 17:59:54 Central Standard Time,2016-11-24,17:59:54,-0500,551351306,julesytyme,All Elitehausen! 💗😜,,"I'd rather be in The Big House, #GoBlue! Which stadium did you vote for in the @CFAPeachBowl Rivalry Week showdown? https://t.co/kUCLjKCKii",en,['cfapeachbowl'],['https://cards.twitter.com/cards/18ce548tywy/2n030'],[],0,0,0,['goblue'],[],https://twitter.com/JulesyTyme/status/801938424617926657,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938412127318016,801938412127318016,2016-11-24 17:59:51 Central Standard Time,2016-11-24,17:59:51,-0500,377415722,levidmorrow,levi morrow,"{'type': 'Point', 'coordinates': [40.96, -74.07]}","This week's parashah may be as appropriate for thanksgiving as it gets. 

כי גר ותושב אנוכי.… https://t.co/3qR50jCKmA",ro,[],['https://www.instagram.com/p/BNNlO4aAMCf/'],[],0,0,0,[],[],https://twitter.com/levidmorrow/status/801938412127318016,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938408469893120,801935107535896576,2016-11-24 17:59:50 Central Standard Time,2016-11-24,17:59:50,-0500,1868766998,thebrookemason,Brooke♏️,,@shelby_rena @Emily_Ashtonnn it's only for stories I think 😅😅,en,"['shelby_rena', 'emily_ashtonnn']",[],[],1,0,1,[],[],https://twitter.com/thebrookemason/status/801938408469893120,,,0,,NYC,,,,,,"{'user_id': '833347525', 'username': 'shelby_rena'}",,,,
801938397321424896,801938397321424896,2016-11-24 17:59:47 Central Standard Time,2016-11-24,17:59:47,-0500,807777846,lalyyork,Laly York,"{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","#happythanksgiving! This is my first #thanksgiving in #nyc, so I did my best to adapt to its… https://t.co/eeoAFAWktY",en,[],['https://www.instagram.com/p/BNNlOaOD9yi/'],[],0,0,1,"['happythanksgiving', 'thanksgiving', 'nyc']",[],https://twitter.com/LalyYork/status/801938397321424896,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938384482697218,801938384482697218,2016-11-24 17:59:44 Central Standard Time,2016-11-24,17:59:44,-0500,95115411,_kylerhodes,KyleRhodesMustDie,,What's good with ya mans https://t.co/vfVw3M2tuZ,en,[],['https://twitter.com/yuupthatsrich/status/801934557180297216'],[],1,0,0,[],[],https://twitter.com/_KyleRhodes/status/801938384482697218,,https://twitter.com/yuupthatsrich/status/801934557180297216,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
801938374361776129,801893553370763264,2016-11-24 17:59:42 Central Standard Time,2016-11-24,17:59:42,-0500,14089880,rsmck,Ross McKillop ,,"@Uber_Support will do. It got worse, the $18 journey became $34 presumably due to the convoluted route the driver took",en,['uber_support'],[],[],1,0,0,[],[],https://twitter.com/rsmck/status/801938374361776129,,,0,,NYC,,,,,,"{'user_id': '2815754953', 'username': 'Uber_Support'}",,,,
801938374097563648,801938374097563648,2016-11-24 17:59:42 Central Standard Time,2016-11-24,17:59:42,-0500,1459971770,loicferrie,Loic Ferrie,"{'type': 'Point', 'coordinates': [40.83275, -74.2474]}",This is how we celebrate thanksgiving with my niece #greatsinger and my brother in law… https://t.co/r7R9C5WmJT,en,[],['https://www.instagram.com/p/BNNlNuljOJc/'],[],0,0,0,['greatsinger'],[],https://twitter.com/LoicFerrie/status/801938374097563648,,,0,,NYC,,,,,,"{'user_id': None, 'username': None}",,,,
